,Threshold,Homogenity,Completeness,vScore,Shilloutte,Mutual info score,Adjusted mutual info score
0,0.1,0.9997236400510532,0.6768131578109658,0.8071712050986116,0.3376825278849548,5.0148773371921935,0.06749397962770438
1,0.30000000000000004,0.9979176992591469,0.7348401696226122,0.8464079425779696,0.3376825278849548,5.005818262077015,0.2928772398432571
2,0.5000000000000001,0.9944322326639773,0.8135659743979958,0.8949524675190252,0.3376825278849548,4.988334242756672,0.5465272041584907
3,0.7000000000000001,0.9930224184614658,0.8512729834145791,0.9167003896462217,0.3376825278849548,4.981262243045366,0.6517528232162476
4,0.9000000000000001,0.9901377932336253,0.8642149541943933,0.92290087612767,0.3376825278849548,4.966792202424289,0.6863771490736212
5,1.1000000000000003,0.9896978659993889,0.867085400772246,0.9243432835061849,0.3376825278849548,4.964585411438659,0.6940668646766757
6,1.3000000000000003,0.9894613837504311,0.8697066754340885,0.9257271458390443,0.3376825278849548,4.963399154133704,0.7009649580337564
7,1.5000000000000004,0.9883347560200885,0.8734433448749792,0.9273440424928887,0.3376825278849548,4.957747692423687,0.7109355329265835
8,1.7000000000000004,0.9875228554037899,0.8759517279216802,0.928397263148524,0.3376825278849548,4.953674984889712,0.717561459063956
9,1.9000000000000004,0.9874987764691927,0.8772602368727603,0.9291210331831409,0.3376825278849548,4.953554198605806,0.7209299888971346
10,2.1000000000000005,0.9874987764691929,0.8782059284534312,0.9296511688560288,0.3376825278849548,4.953554198605807,0.7233566152389725
11,2.3000000000000007,0.9869999964405769,0.8787987276583622,0.9297619618532788,0.3376825278849548,4.951052186488115,0.7250076603207045
12,2.5000000000000004,0.9874580071264434,0.8796070757872235,0.9304175393347369,0.3376825278849548,4.95334968883449,0.7269504465621135
13,2.7000000000000006,0.9846414741862283,0.8794537445829426,0.9290798268518885,0.3376825278849548,4.939221217079417,0.7271876635013506
14,2.900000000000001,0.9850294289326341,0.8798861550464708,0.9294938218939429,0.3376825278849548,4.941167300364501,0.7282219064355298
15,3.1000000000000005,0.9832392676710867,0.8800278735183742,0.9287749917985234,0.3376825278849548,4.932187379533586,0.7290193799826273
16,3.3000000000000007,0.9812606483844307,0.8788733331926065,0.9272491393821102,0.3376825278849548,4.922262103565243,0.7265050393058106
17,3.500000000000001,0.9812606483844307,0.8794630499568931,0.9275772468530659,0.3376825278849548,4.922262103565243,0.7280049160932188
18,3.7000000000000006,0.9808712936942612,0.8810453184777352,0.9282822395901131,0.3376825278849548,4.920308997793171,0.7321104611992895
19,3.900000000000001,0.9798396704447971,0.8828023926543335,0.9287933764870258,0.3376825278849548,4.9151341036054195,0.7367272702398904
