,EventId,EventTemplate
0,E46,Created MRAppMaster for application appattempt_1445144423722_0020_000001
1,E47,<*>
2,E83,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)"
3,E48,OutputCommitter set in config null
4,E49,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
5,E0,Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler
6,E1,Registering class <*> for class <*>
7,E2,Registering class <*> for class <*>
8,E3,Default file system [hdfs://msra-sa-41:9000]
9,E50,Emitting job history data to the timeline server is not enabled
10,E51,loaded properties from hadoop-metrics2.properties
11,E52,Scheduled snapshot period at 10 second(s).
12,E53,<*> <*> <*> <*>
13,E54,Adding job token for job_1445144423722_0020 to jobTokenSecretManager
14,E4,Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;
15,E5,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10
16,E6,Number of reduces for job job_1445144423722_0020 = 1
17,E55,job_1445144423722_0020Job Transitioned from NEW to INITED
18,E7,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020."
19,E56,Using callQueue class java.util.concurrent.LinkedBlockingQueue
20,E57,Starting Socket Reader #1 for port <*>
21,E8,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server
22,E9,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260
23,E58,IPC Server Responder: starting
24,E59,IPC Server listener on <*> starting
25,E10,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
26,E60,Http request log for http.requests.mapreduce is not defined
27,E11,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
28,E12,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context <*>
29,E61,<*> <*> <*> <*>
30,E62,Jetty bound to port 62267
31,E63,jetty-6.1.26
32,E84,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp
33,E64,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267
34,E65,JOB_CREATE job_1445144423722_0020
35,E13,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030
36,E66,<*> <*> <*>
37,E67,queue: default
38,E68,Upper limit on the thread pool size is 500
39,E14,yarn.client.max-cached-nodemanagers-proxies : 0
40,E15,job_1445144423722_0020Job Transitioned from <*> to <*>
41,E16,Resolved <*> to /default-rack
42,E17,<*> Task Transitioned from <*> to <*>
43,E18,<*> TaskAttempt Transitioned from <*> to <*>
44,E69,<*> vCores:1>
45,E85,"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist"
46,E86,<*> Scheduling: <*> <*> <*> <*> AssignedReds:0 <*> CompletedReds:0 <*> <*> <*> <*>
47,E87,getResources() for application_1445144423722_0020: <*> release= <*> <*> <*> <*> <*> knownNMs=4
48,E19,<*> <*> <*> <*>
49,E70,<*> <*> <*> <*> <*>
50,E71,Got allocated containers <*>
51,E72,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack
52,E20,Assigned container <*> to <*>
53,E21,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack
54,E88,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar
55,E89,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml
56,E22,Adding #0 tokens and #1 secret keys for NM use for launching container
57,E73,Putting shuffle token in serviceData
58,E90,Processing the event EventType: <*> for container <*> taskAttempt <*>
59,E23,Launching <*>
60,E44,<*> <*> <*> <*>
61,E24,Shuffle port returned by ContainerManager for <*> : 13562
62,E91,TaskAttempt: [attempt_1445144423722_0020_m_000000_0] using containerId: [container_1445144423722_0020_01_000002 on NM: [04DN8IQ.fareast.corp.microsoft.com:54883]
63,E28,ATTEMPT_START <*>
64,E25,Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack
65,E26,Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack
66,E27,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368
67,E92,TaskAttempt: <*> using containerId: <*> on NM: [MININT-FNANLI5.fareast.corp.microsoft.com:52368]
68,E29,Auth successful for job_1445144423722_0020 (auth:SIMPLE)
69,E30,JVM with ID : <*> asked for a task
70,E31,JVM with ID: <*> given task: <*>
71,E32,Progress of TaskAttempt <*> is : <*>
72,E33,Opening proxy : <*>
73,E93,TaskAttempt: <*> using containerId: <*> on NM: <*>
74,E34,Resolved <*> to /default-rack
75,E74,<*> <*>
76,E37,<*> <*> <*> <*> <*> <*> <*>
77,E94,"Cannot assign container Container: [ContainerId: container_1445144423722_0020_01_000012, NodeId: MSRA-SA-39.fareast.corp.microsoft.com:28345, NodeHttpAddress: MSRA-SA-39.fareast.corp.microsoft.com:8042, Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 172.22.149.145:28345 }, ] for a map as either  container memory less than required <memory:1024, vCores:1> or no pending map tasks - maps.isEmpty=true"
78,E77,<*> <*> <*> <*>
79,E75,Done acknowledgement from attempt_1445144423722_0020_m_000003_0
80,E35,<*> TaskAttempt Transitioned from <*> to <*>
81,E36,Task succeeded with attempt attempt_1445144423722_0020_m_000003_0
82,E76,Num completed Tasks: 1
83,E38,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_1445144423722_0020_m_000000
84,E78,We launched 1 speculations.  Sleeping 15000 milliseconds.
85,E39,Diagnostics report from attempt_1445144423722_0020_m_000003_0: Container killed by the ApplicationMaster.
86,E95,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000
87,E96,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds.  Will retry shortly ...
88,E97,"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]"
89,E98,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731
90,E99,"Error Recovery for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731 in pipeline 10.86.169.121:50010, 10.190.173.170:50010: bad datanode 10.190.173.170:50010"
91,E100,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000
92,E101,DataStreamer Exception
93,E79,ERROR IN CONTACTING RM.
94,E40,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030
95,E102,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
96,E103,Task: <*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
97,E104,Diagnostics report from <*> Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
98,E105,Diagnostics report from <*> Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
99,E41,<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP
100,E80,Processing the event EventType: TASK_ABORT
101,E42,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000
102,E43,Task cleanup failed for attempt <*>
103,E81,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d
104,E82,"Thread Thread[eventHandlingThread,5,main] threw an Exception."
105,E45,Added <*> to list of failed maps
