,EventId,EventTemplate
0,E31,Unexpected exception causing shutdown while sock still open
1,E22,FOLLOWING - LEADER ELECTION TOOK - <*>
2,E39,<*> <*> <*> <*> <*>
3,E36,Follower sid: 3 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@33557fe4
4,E42,Sending DIFF
5,E3,Interrupted while waiting for message on queue
6,E29,Closed socket connection for client <*> (no session established for client)
7,E10,Accepted socket connection from <*>
8,E32,Got user-level KeeperException when processing sessionid:0x34ed93485090001 type:create cxid:0x55b8bb0f zxid:0x100000010 txntype:-1 reqpath:n/a Error Path:/home/curi/.zookeeper Error:KeeperErrorCode = NodeExists for /home/curi/.zookeeper
9,E16,<*>
10,E15,******* GOODBYE <*> ********
11,E38,Have quorum of supporters; starting up and setting last processed zxid: 0xb00000000
12,E33,Expiring session <*> timeout of <*> exceeded
13,E34,Starting quorum peer
14,E24,Server environment:java.vendor=Oracle Corporation
15,E8,Client attempting to <*> <*> <*> at <*>
16,E11,Connection request from old client <*> will be dropped if server is in r-o mode
17,E25,Established session <*> with negotiated timeout 10000 for client <*>
18,E0,Notification time out: <*>
19,E9,Established session <*> with negotiated timeout <*> for client <*>
20,E7,caught end of stream exception
21,E28,Revalidating client: <*>
22,E2,<*> <*>
23,E40,First is 0x0
24,E14,Processed session termination for sessionid: <*>
25,E20,"New election. My id =  1, proposed zxid=0x700000000"
26,E1,Received connection request <*>
27,E17,Cannot open channel to <*> at election address <*>
28,E13,Cannot open channel to <*> at election address <*>
29,E43,Server environment:java.home=/usr/lib/jvm/java-7-openjdk-amd64/jre
30,E21,Server environment:host.name=mesos-master-1
31,E35,Snapshotting: <*> to <*>
32,E30,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
33,E4,Connection broken for id <*> my id = <*> error =
34,E5,<*> <*>
35,E41,Reading snapshot /var/lib/zookeeper/version-2/snapshot.b00000084
36,E23,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)"
37,E18,My election bind port: 0.0.0.0/0.0.0.0:3888
38,E37,Server environment:java.class.path=/etc/zookeeper/conf:/usr/share/java/jline.jar:/usr/share/java/log4j-1.2.jar:/usr/share/java/xercesImpl.jar:/usr/share/java/xmlParserAPIs.jar:/usr/share/java/netty.jar:/usr/share/java/slf4j-api.jar:/usr/share/java/slf4j-log4j12.jar:/usr/share/java/zookeeper.jar
39,E27,Server <*>
40,E26,"Server environment:zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT"
41,E19,"Have smaller server identifier, so dropping the connection: (2, 1)"
42,E12,Server environment:user.dir=/
43,E6,Closed socket connection for client <*> which had sessionid <*>
